Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Bear Mountain Free hike!,2025-04-27T07:30:00-04:00,89 E 42nd St,146,"Alexey, Neverwinter",https://www.meetup.com/neverwinter-free-hiking-and-cycling/events/303659447/,"Only rain can stop us!

Dear Neverwinterers, this time we will hike through one of the most famous trails: Bear Mountain. We will cross the red, blue and white trails.
Part of it goes through Appalachian and Popolopen Gorge trails.
We will pass through Fort Clinton, Hessian lake, Stone cottages, Perkins Memorial tower and many other sights.
If we have time we might visit the Trailside Museums & Zoo. We will have lunch at the top of the mountain.
This is a loop walk!

April 27 (Sunday)
We will start at 07:30 AM at the center of Grand Central Terminal. Look for a round information kiosk. (89 E 42nd St, New York, NY)
https://goo.gl/maps/EXntuWYH3VYAdXCm8

We suggest getting train tickets in advance (from March 31 MTA will start selling tickets for April 28).
You can get the tickets at Grand Central station or through the MTA app.

Detailed plan:
07:30 AM - Meeting at center of Grand Central Terminal (look for a round information kiosk).
07:50 AM - Departure from Grand Central to Manitou train station.
09:04 AM - Arriving at Manitou.
10:00 AM - Meeting rest of the group at the entrance to Bear Mountain Bridge.
Location: [https://goo.gl/maps/iWJm8RDG9VthMgir7](https://goo.gl/maps/iWJm8RDG9VthMgir7)
10:00 AM - Arriving at Fort Clinton
10:30 AM - Start hiking the Bear Mountain.
01:00 PM - Lunch at Perkins Memorial tower
03:00 PM - Returning to the Bear Mountain bridge.
03:50 PM - Returning to the Manitou train station.
04:29 PM - Taking the train back to Grand Central from Manitou train station.
05:58 PM - Arriving at Grand Central station.

We have 2 meeting points:
1st meeting point - 07:30 center of Grand Central Terminal (look for a round information kiosk).
2d meeting point - 10:00 AM entrance to Bear Mountain Bridge. [https://goo.gl/maps/iWJm8RDG9VthMgir7](https://goo.gl/maps/iWJm8RDG9VthMgir7)
Please don't come late as the train will NOT wait for you.

\*\*\* Some INFO \*\*\*
How to get there?
Metro-North train:
Way to: Grand Central to Manitou train station (look for a 7:50 AM train).
Way back: Manitou train station to Grand Central (look for 4:29 PM train).
By car: ask a group if someone is driving and can give you a ride.

Total hiking distance about 13 miles (with 3 mph).
Total elevation 1700ft.

This is a recreational walk (not marathon). We are open to any age groups, but please consider your abilities to walk that long.
We will have multiple stops via our hike.
Please bring enough water and food for the whole day.
For the walkie-talkie lovers, we will use frequency: 462.6125 or 462.6375 (Channel 3 and 4).

Map (screenshot): [)
Google map with elevation: [https://goo.gl/maps/3ndYJxYbjdf6QmF49](https://goo.gl/maps/3ndYJxYbjdf6QmF49)
Official trail map: [https://parks.ny.gov/documents/parks/BearMountainBearMountainTrailClosuresMap.pdf](https://parks.ny.gov/documents/parks/BearMountainBearMountainTrailClosuresMap.pdf)

We might optimize the route based on weather and other conditions.

Our FB group: https://www.facebook.com/groups/567293385132145
Our meetup group: https://meetu.ps/c/4ZjSr/LdM6k/d
whatsapp group: [https://chat.whatsapp.com/GVXEFcR4PMjH70KLNlbpRV](https://chat.whatsapp.com/GVXEFcR4PMjH70KLNlbpRV)
TG: https://t.me/neverwinterfree

Please apply via:
Wechat: cozmo31
IG: coz_its_mo
LINE: cozmo31
[www.meetup.com/messages/?new_convo=true&member_id=286948809](http://www.meetup.com/messages/?new_convo=true&member_id=286948809)

Disclaimer of liability:
By participating in this activity you agree that organizers are not to be held responsible for any damages, injuries, or losses that may occur before,
during or after the event."
"New Love, New Connections: Anxiety",2025-04-26T14:00:00-04:00,,99,alan kellman,https://www.meetup.com/relationships-and-dating-101-group/events/307077135/,"Are you ready to embrace a fresh start and create meaningful connections? Join us for this special Meetup event designed to help you explore new relationships while leaving the stress of past experiences behind.

* A welcoming and judgment-free space to meet others who are also looking for new beginnings.
* Learn simple yet effective techniques to let go of emotional baggage and approach new relationships with confidence.
* Reflect on your goals, values, and what you’re looking for in a relationship, so you can move forward with clarity.

This event is perfect for singles and anyone seeking to refresh their approach to relationships. Whether you’re looking for friendship, romance, or simply a deeper understanding of connection, this is the place to start.

Let’s celebrate new possibilities together—step into a world of new love and new connections!

This group is created by the Dianetics & Scientology life improvement center."
🌎🌇LEXGO Sunday Language Exchange NYC Rooftop,2025-04-27T16:00:00-04:00,1150 Broadway,107,"Ana Aranda, Frank, LEXGO Language Exchange NYC!, Edson",https://www.meetup.com/nyclexgo/events/307050255/,"[Calendar of NYC Events](https://linktr.ee/NYCconnects.social)🌍🗽🌇Ready to practice a different language? Or maybe you've always wanted to learn a new one and don't know where to start - Well, you've come to the right place! Welcome to LEXGO Language Exchange NYC's Rooftop Sunday event! We're a REAL MEETUP!

* Different tables, different languages
* All levels welcome - even 0!
* It's drinks & cocktails over casual conversations with native speakers
* Make new international friends
* $3 to join before 4:30pm. $5 after
* 1-2 drinks purchase required

English ESL Language Practice & Exchange
Spanish language exchange
Portuguese language exchange
French language exchange
Italian language exchange
Chinese language exchange
Japanese language exchange
Korean language exchange
Russian language exchange
German language exchange
Arabic language exchange

*🗓️More Events👇 Full Calendar @* **[linktr.ee/nycconnects.social](https://linktr.ee/nycconnects.social)**
4/26 ☕Saturday [Spanish & Colombian Coffee](https://www.meetup.com/spanishnyc/events/307310959/?slug=spanishnyc&eventId=307310959)

4/27 🌇Sunday [Language Exchange Rooftop](https://www.meetup.com/nyclexgo/events/307050255/?eventOrigin=group_upcoming_events)

4/28 👔Monday [NYC CONNECTS Professionals Networking](https://www.meetup.com/nycconnects-social/events/307090624/?eventOrigin=group_upcoming_events)

5/3 ☕Saturday [Colombian Coffee & Spanish](https://www.meetup.com/spanishnyc/events/307310959/?eventOrigin=group_upcoming_eventshttps://www.meetup.com/spanishnyc/events/307310959/?eventOrigin=group_upcoming_events)"
Let's Talk Neurospicy Dating - Virtual Discussion,2025-04-30T18:00:00-04:00,,329,Kate ,https://www.meetup.com/neurodivergent-friends-dating-in-washington-d-c/events/306788493/,"**Cost**: Free. Donation Encouraged. Please contribute to our Meetup Fundraiser to help support this group, or venmo @katewoodwardcm

**Description:** Join us for a virtual discussion. You’ll have an encouraging and non-judgmental space to speak to a Dating Coach & Matchmaker as well as other participants about dating wins, challenges, and everything in between. This is an excellent opportunity to get questions answered or listen in to others’ experiences. If you don’t feel like being on camera or speaking, we are still happy to have you join. If you don’t feel comfortable asking a question in front of the group, feel free to email your question ahead of time to [kate@neurodivergentdistrict.com](mailto:kate@neurodivergentdistrict.com) in order to remain anonymous. She will provide an answer during the discussion.

**Free Singles Database**: Join Neurodivergent District's singles database by clicking [here](https://www.neurodivergentdistrict.com/ndsinglesdatabase) for the opportunity to be matched with one of our matchmaking clients in the future.

**Zoom Link**: Will be emailed out a few minutes before the start to all RSVPs."
Outdoor Badminton in Central Park,2025-04-26T13:00:00-04:00,Central Park Driveway,112,"Kenny Z, Sumie, Thomas Estler, William Young",https://www.meetup.com/nyc-outdoor-badminton/events/307124793/,"\*\*IMPORTANT\*\* The Leadership Team is carefully checking weather forecasts, and we always try to make our *objective* decision based upon the latest forecasts. The Team will make an announcement, in case an event is postponed or canceled, by 10AM on the event day.

In order to avoid confusion, pls, let's NOT bring up comments about weather in the Meetup Comments section. Sometimes, such comments make it confusing for the rest of our membership, while the Leadership Team is still discussing. If you need to discuss a particular topic, you can go to ""Event Chat"" section instead.

We appreciate your understanding and cooperation.

Hello! 🙋‍♀️🙋‍♂️

Welcome to our NYC Outdoor Badminton family 👋, where everyone is welcome 😊, whatever your age 🥳, fitness level 🏋️‍♂️, badminton skills 🏸, or planet of origin. 🌎 We are a fun-loving 🎉, accepting 👌, hilarious 🤣, respectful 🙏, and wholesome 💕 group of badminton lovers, and we would love for you to join us!

You don't need to bring anything but your wonderful self! 🤩 We provide the badminton equipment including nets, rackets, birdies/shuttlecocks, and even picnic blankets for you to sit on in and make new friends 😁. Of course, you're welcome to use your own equipment if you prefer. 🎒 It is optionally recommended to bring water for hydration 💦, energy food 🍫 to keep your motor running, and sunscreen for healthy skin under the sun 🌞.

There are lots of beginners and newcomers each weekend, so if you're one of these, don't worry.

If you can't find us, you can try giving one of us organizers a call or text📞

😎Thomas: 917-696-0112
😉Will: 917-670-0353
🤗Kenny: 347-986-4247
😊Sumie: 646-425-7597

All of this is free (find some other way to spend your 💵) but we do accept voluntary donations that help pay for shuttles, rackets and nets (Venmo: @NYCOutdoorBadminton). Thanks in advance for your generous donations 🙇‍♂️, and helping to make our community better! 👩🏻‍🤝‍🧑🏽

FAQ

* We are wholesome and newcomer/beginner friendly! 💝
* We provide all the equipment including nets, rackets and birdies! 🏸
* It's recommended to bring water and snacks! 🍉
* You don't need to arrive exactly at the start time! ⏰
* It's a great place to make new friends! 👨‍👩‍👧‍👦

Also, join our Discord server to be involved in our activities and conversations outside of badminton: https://discord.gg/KEfNm9z8xd"
Prompt Engineering Workshop,2025-04-29T18:30:00-04:00,,419,"mm, Mark Hinkle",https://www.meetup.com/al-things-ai-live/events/307008943/,"​Prompt engineering isn’t about knowing the right magic words. It’s about understanding how to give AI systems the right signals—and doing it better than your competitors. If you’ve ever felt like ChatGPT was giving you generic, low-value output, this session shows you how to take control.

​You’ll see real business problems solved live. Marketing copy created in seconds. Reports generated from a single sentence. Presentations built from a bulleted list. This is hands-on, practical, and built for business users who expect ROI, not hype.

***

​What You'll See in Action

* ​**Prompt Blueprints That Just Work:** Real-world prompt patterns built for marketing, reporting, analysis, and ops.
* ​**Live Prompt Tuning:** Watch bad prompts become great ones in real time.
* ​**The Power of Roles, Format, Context, and Constraints:** The secret structure that drives predictable, useful results.
* ​**SuperPrompting:** Turn one prompt into a scalable, repeatable asset.
* ​**AI That Understands Your Style, Goals, and Workflows:** How to train ChatGPT without touching a line of code.

***

​This Session is for You If:

* ​You use ChatGPT or other LLMs but results feel inconsistent
* ​You’re tired of cutting/pasting generic outputs and fixing them manually
* ​You want practical ways to embed AI into your everyday business tasks

***

​The Format
​This isn’t a sit-back-and-listen kind of event. You’ll:

* ​Interact with live demos using your own device
* ​Practice prompt transformations on the spot
* ​Get access to examples you can use immediately after the session
* ​Join the growing Prompt Engineering community via The AIE Network"
Mindstone NY AI Meetup,2025-05-07T18:00:00-04:00,300 Madison Ave 7th Floor,44,Mindstone,https://www.meetup.com/mindstone-ny-ai-meetup/events/303192243/,"**\*\*\*Please Note: This event is advertised on multiple platforms. Please [RSVP and get a ticket on Mindstone](https://community.mindstone.com/events) to view the agenda and guarantee a spot**.\*\*\*

Welcome to the most electrifying and ground-breaking AI Meetup in New York City!

Join us once a month as we delve into the world of artificial intelligence, explore its cutting-edge practical applications, and marvel at the astonishing projects that are shaping our future.

**Why should you attend?**

* Get up close and personal with the AI projects that are redefining the boundaries of technology and human potential.
* Learn from the brightest minds in the field and gain valuable insights into the ever-evolving AI landscape.
* Unleash your curiosity, fuel your creativity, and expand your network as you connect with fellow AI aficionados and pioneers.

**What you can expect?**
Mindstone events consist of three talks covering different aspects:

* *What I Learned Building With LLMs:* A technical demo breaking down the process for building a product using AI with real-life learnings and insights.
* *How To Be More Productive Using AI:* A practical demo and step-by-step guide on how to use AI to speed up and improve tasks.
* *What Does The Future Look Like With AI?:* A theoretical talk on the impact of AI on work, life and society.

After the talks we'll have pizza, drinks, and networking.

Don't miss out on this extraordinary opportunity to witness the AI revolution in action. It's time to embark on a thrilling journey into the future and discover the endless possibilities that lie within the realm of artificial intelligence.

Reserve your spot today for the ultimate AI experience! 💡✨

**\*\*\*Please Note: This event is advertised on multiple platforms. Please [RSVP and get a ticket on Mindstone](https://community.mindstone.com/events) to view the agenda and guarantee a spot**.\*\*\*"
Cherry Blossom Walk 🌸 ,2025-04-27T12:00:00-04:00,"Central Park, Mid-Park at 70th Street.",60,Kiara,https://www.meetup.com/nyc-shy-and-introverted-girls-meetup-group/events/306969139/,"Let’s try a TikTok inspired cherry blossom tour. Last year's walk went so well, let's do it again!

This tour will involve a good bit of walking so be prepared. You can join us whenever/wherever you prefer.
Because this will be outdoors, this is subject to weather conditions. Check back for updates.

Here's a basic outline of what we're aiming for:

Our meeting spot will be Central Park's Sheep's Meadow before taking a 20 minute walk to the Roosevelt Island tram. Here are coordinates for an easy meetup (40.7692364, -73.9724654) (Thanks Kat!)

On Roosevelt Island, we'll explore while enjoying the cherry blossoms in bloom. We can walk around the island to see the remnants of the Small Pox Hospital, the Franklin D. Roosevelt Four Freedoms Park and the Lighthouse.

If interested, we can grab food at the Panorama Room, Granny Annie's Bar & Kitchen, or make our way back to Manhattan.

Optional Donation - It costs to keep this group up and running. Your dollar contribution helps to cover Meetup costs associated with the group. My Venmo user ID is: @kiarac0510"
Fireside chat with Clay Co-founder/CEO Kareem Amin,2025-05-12T18:00:00-04:00,"111 Conselyea St Floor 2, Brooklyn, NY 11211",85,Dan Storms,https://www.meetup.com/ny-product/events/307290062/,"**What does it take to build one of the most respected AI product startups—without chasing the hype?**

Join over 100 product leaders for an intimate fireside chat with [Kareem Amin](https://www.linkedin.com/in/kareemamin/), Co-founder/CEO of [Clay](https://www.clay.com/). Kareem has built Clay into a breakout tool for GTM teams, used by OpenAI, Canva, and Ramp, and recently raised a $40M Series B expansion at a $1.25B valuation.

Hear the story of how Clay evolved from a horizontal low-code platform to a GTM-specific vertical product and one of the AI “application layer” startups that’s breaking through.

If you’re thinking about starting an AI startup or incorporating AI into your product or growth teams, Kareem is one of the most insightful leaders to learn from.

Mingle with the best product people in NYC at the welcoming Fractal Tech Williamsburg space, with free food and drinks.

\~\~\~\~\~\~\~\~\~\~\~\~\~\~

Hosted by [Dan Storms](https://www.linkedin.com/in/danstorms/), CPO at [The Rounds](https://www.therounds.co/), a membership for sustainable grocery and household refills. Dan co-founded the NY Product community in 2016. Previously, he led product teams at startups and growth companies, including serving as the first Head of Product & Engineering at CookUnity—one of the fastest startups to scale beyond $100m in ARR.

\~\~\~\~\~\~\~\~\~\~\~\~\~\~

Special thanks to Fractal! The [Fractal Tech Hub](https://fractaltechhub.com/) is a meeting place in the heart of Williamsburg for startup founders and engineers to do their most ambitious work. They offer 4000+ square feet of both shared office space and private offices, two kitchens, a communal lounge, and a 5000+ square foot private roof deck."
Sketch Stuyvesant Square Park!,2025-04-26T11:00:00-04:00,2nd Avenue,75,Jesse Richards,https://www.meetup.com/sketching/events/306313443/,"This is my neighborhood park, and I love it. Known for its flowers and some of the gorgeous architecture surrounding it. It's been 3 years since we sketched here as a group. Come draw with us!

The park is split in half. **Let's meet in the west side of the park in the middle, next to the fountain and statue of Peter Stuyvesant.** This is next to 2nd Avenue and 16th Street.

Any problems on the day of the event, I can be reached at 646-831-9816.

Looking forward to sketching with you!

***

IMPORTANT: In case of rain, I will let people know early in the morning if it is canceled, and then reschedule for another day.

***

What makes our Meetups different from other art groups and classes? There's no instruction, but we like to share our work, and chat and be inspired. Share tips and learn from people in a casual environment where all levels of artists are welcome! Don't be shy to ask anyone anything!

• We sketch for a bit, usually 45 minutes or so, and then get back together and share our drawings, and then sketch again, etc. There's usually time for 3 sketches.

• Please bring your own supplies - anything you like to work with - pens, pencil, watercolor, pastel, small sketchbook or large paper, iPad, whatever suits you.

• We hand out nametags so everyone can meet one another!

• We take photos to share on the site later. Take a bunch!

• Sorry, but please leave the dogs at home; they tend to step on the artwork. Thanks.

• The Meetup is FREE and everyone at all skill levels is welcome!

***

Please note that if you add a comment below it will spam everyone with an email, so please use your judgment."
NYC International Networking: Professionals! ,2025-04-28T18:15:00-04:00,47 3rd Avenue,63,LEXGO Language Exchange NYC!,https://www.meetup.com/nyc-international-network/events/307395828/,"**Cash-only** $3 before 6:30pm to join! NYC Internationals are networking on Monday at a pool & games venue! We're hosting a networking event for professionals living in NYC. Come out to meet others working in NYC. It's $5 after 6:30. Venmo & Zelle will be $10 to join.

* Make new business connections across various industries
* Socialize and make new friends
* Talk languages, travel and culture!
* Connect with other international professionals in NYC

**💵Cash-only** $3 before 6:30pm ; $5 after OR 📲$10 Venmo / Zelle🗽👔
🍺1-2 drinks OR 🍗food OR 🎱🏓pool / ping pong rental purchase required"
"Upper East Side History, Architecture and Art Tour: The Gilded Age Revisted ",2025-04-25T13:00:00-04:00,Corner of 90th Street and 5th Ave,32,Hank Orenstein,https://www.meetup.com/exploring-nyc-history-and-neighborhoods/events/307123143/,"**Cost**: This tour is free with a voluntary donation to your guide/organizer at the end via cash, Venmo or Zelle.

**Overview**
This tour we will indulge in the East 80's between 5th Avenue and Park Avenue and the residential architecture of the gilded age which consists of mansions and elegant townhouses. We'll cover the history of this area and how and why it developed as an enclave for NYC's wealthy elite.

Starting out at the garden of the Cooper Hewitt museum, which was originally the mansion home of Andrew and Louise Carnegie, we'll visit several local art galleries (TBD) during our journey, along with several other indoor locations with spectacular architecture.

**Restrooms before the tour: Tarulucci e Vino Cafe at the Cooper Hewitt Museum.** You can enter the cafe via the garden without having to pay admission to the museum. There is a quick bag inspection by a security guard. There are also public restrooms at the Episcopal Church of the Heavenly Rest across the street from the garden at 90th Street & 5th Avenue. Once inside the church veer immediately to your right (one stall).
**Other nearby options: Met Museum pay what you wish for NY residents. There is also an education entrance near 81st Street where you can go to the rest room withour visiting the museum. And of course any of the other local museums - Guggenheim, Neue Gallery (admission charge).**

We'll have a break and restrooms in Central Park or depending on time at the Met Museum's education entrance.

**Tour ends at 76th Street & Madison Avenue** or thereabouts.

Your organizer and guide,

Hank Orenstein
hankorenstein@gmail.com
646-596-3005

(photo: James B. Duke House, 1 East 78th Street, now NYU's Institute for the Fine Arts). Courtesy of bigoldhouses.blogspot.com"
"Turtle Bay, Midtown East & the Emergence of Modern Architecture: Walking Tour",2025-05-02T14:00:00-04:00,89 E 42nd St,31,Hank Orenstein,https://www.meetup.com/exploring-nyc-history-and-neighborhoods/events/306830319/,"RSVP's begin Wednesday, April 16th at 9:00pm. Space is set aside for new members of the group, 1st and 2nd timers who land on the waiting list. Email me at hankorenstein@gmail.com to request your spot.

**Cost**: This tour is ""pay what you wish"" at the end via cash, Venmo or zelle.

**Meeting Location:** Down below Grand Central Terminal in front of the Oyster Bar Restaurant (which is as old as Grand Central itself, opening in 1913. There are public restrooms in the adjacent food hall.

**OVERVIEW/TOUR DESCRIPTION**
Turtle Bay and the Midtown East section of Manhattan is unique in its varied architecture which spans the art deco Chrysler Building, the modern and international styles of the United Nations Complex, the medieval Tudor City and a large number of distinctive buildings such as the Ford Foundation and Lever House, NYC's first all glass tower (1952).

We'll stroll by Turtle Bay Gardens, once home to Stephen Sondheim, Bob Dylan, Kurt Vonnegut and Katherine Hepburn (for nearly 50 years). The United Nations area also features some interesting features including the Isiaah Wall and outdoor sculpture such as St. George fighting the ""dragon of nuclear war"" (pictured above). There's also some American Revolutionary History and we'll uncover the many layers and textures of this overlooked area that includes the Beekman Place enclave, a secret garden and an awesome rooftop cocktail lounge.

**Ending point:** This tour is close to a circular route, so we'll end back in the Grand Central area.

Cheers from Hank
646-596-3005
hankorenstein@gmail.com"
