Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
"CONSCIOUSNESS, Psychedelics, Yoga, and the Healing Process",2025-05-06T20:00:00-04:00,,60,Henry Kandel,https://www.meetup.com/psychedelic-yoga/events/306776568/,"*What is consciousness?* For the person who inquires, is the question any different from ""Who am I?""

This is one of the great mysteries, not only for the individual human but for all of science. And it turns out that considering this question, working with it, engaging with it, can be a profound path of self-discovery and healing!

This workshop will briefly touch on ideas about consciousness from philosophy and science. But mainly the focus will be on what psychedelic experience can reveal about consciousness and how these revelations can be used to support deep healing. There will be practical methods given for working with consciousness (with or without psychedelics).

And there will be a Q&A and discussion session afterwards -- Please share your revelations about consciousness!"
The GTM Wake-Up Call: Today’s 4-Phase Blueprint for Predictable Revenue,2025-05-15T08:00:00-04:00,,27,"Rob Ciampa, Pam Boiros, Dave Hall",https://www.meetup.com/sales-and-marketing-innovators/events/307554498/,"Too many teams chase sales fixes or marketing tactics—when the real problem is strategic: your Go to Market (GTM) engine is misfiring. The old “playbook” doesn’t work anymore.

Join Adam Jay and Dale Zwizinski, co-founders of Revenue Reimagined, for a tactical session that flips the script on growth. You’ll learn how to close the GTM Gap™—the costly disconnect between where your revenue performance is now and where it should be.
This isn't theory. It's a proven, four-phase model used by modern leaders to stabilize operations, build strong foundations, create repeatable processes, and unlock real scalability.

What You’ll Learn:

* Why GTM alignment—not just more pipeline—is your biggest revenue lever
* How to apply the GTM Gap™ model to diagnose and fix what’s broken
* A step-by-step look at Stabilization, Foundation, Repeatability, and Scalability
* How to align teams and eliminate friction across Sales, Marketing, and Success

If you’re tired of throwing more tech, people, or spend at the problem—this is your playbook for responsible, repeatable growth.

**About the Speakers:**
**Adam Jay** is the co-founder of Revenue Reimagined and a seasoned go-to-market leader with a track record of driving responsible, predictable growth for high-performing companies. He’s held executive roles at industry innovators like Toast, SwagUp, and Hologic, and is known for his hands-on approach to building aligned, results-driven revenue teams. Adam brings deep expertise in diagnosing GTM challenges and translating strategy into execution.

**Dale Zwizinski** is co-founder and Chief GTM Officer at Revenue Reimagined. With leadership experience at Oracle, SmartAction, and Mendix, Dale specializes in transforming GTM strategies into scalable, repeatable growth engines. He is a trusted operator who partners closely with executive teams to align people, processes, and systems for maximum impact. Dale’s practical, operator-first mindset has helped organizations bridge the gap between potential and performance."
Uffizi Museum in FLORENCE,2025-05-09T15:00:00-04:00,,20,World Virtual Tours,https://www.meetup.com/world-virtual-tours-ny-free-archeology-art-history-events/events/307410554/,"**REGISTRATION REQUIRED! on the OFFICIAL WVT Event Page 👉🏻 Click here:**
[https://www.worldvirtualtours.online/events/uffizi-museum-in-florence](https://www.worldvirtualtours.online/events/uffizi-museum-in-florence)
ℹ️ You will GET the Zoom LINK 📹 after registration 🙂 and can CHECK your Event start time for your Time Zone ⏱️

**Our Events are FREE TO JOIN and TIP-SUPPORTED**
**(read below ⭐)**

**Summary**
Explore the Uffizi Gallery in Florence as we analyze 20 masterpieces by great artists like Botticelli, Da Vinci, and Michelangelo.

**Language: English**
Live stream event with Omid

**You can TIP Omid here:**
[https://worldvirtualtours.online/tiptheguide.html?guide=Omid](https://worldvirtualtours.online/tiptheguide.html?guide=Omid)

⭐ Why donate to your Tour Guide
Our project is solely funded by your donations.
All our virtual tours are made possible only thanks to your support as part of our Community.

THANK YOU!"
Harry Potter and the Half-Blood Prince (2009) Watch Party,2025-05-16T19:30:00-04:00,,22,Rose,https://www.meetup.com/movie-and-tv-watch-club/events/307019767/,"Hi everyone! Let's watch Harry Potter and the Half-Blood Prince!
To access this movie. Make sure you are on the discord. If you need help, please reach out. To access this movie. Make sure you are on the discord in the ""Movie Time"" channel on the left-hand side and press 'Watch Stream' once in the voice channel.
If you are joining from a mobile device, the same rules apply-however, if the audio is low upon joining you'll want to press the speaker icon on the top right-hand side so you can hear through your speakers. If you have headphones no need to press the speaker button. Don't hesitate to reach out If you need help with navigating Discord.

See you then!"
HerSpace: Women’s Wellness & Accountability Group,2025-05-05T19:00:00-04:00,,49,"Joanna Fils-Aime, Kanisha",https://www.meetup.com/release-wellness/events/305218652/,"✨ Are you ready to prioritize your well-being and set powerful intentions for 2025 in a supportive and uplifting environment?

We’re thrilled to continue our monthly **HerSpace** gatherings!

🌟 **HerSpace** is a virtual community designed for millennial women to connect, share, and explore all aspects of wellness.

**Here’s what you can look forward to:**
🌸 **Monthly Meetings**: Dive into different wellness themes each month with interactive activities.
🌸 **Open Discussions**: Share your journey—experiences, challenges, and wins—in a safe, judgment-free space.
🌸 **Networking Opportunities**: Build meaningful connections with like-minded women and create lasting bonds.
🌸 **Empowerment Tools**: Gain practical insights and strategies to enhance your physical, mental, and emotional wellness.

Whether you're looking to:
✨ Connect with inspiring women
✨ Develop healthy habits and routines
✨ Approach life’s challenges with renewed confidence
**HerSpace is for YOU!**

**💻 How to Join:**
The Zoom link will be shared 24 hours before the event to maintain a secure virtual environment.

✨ Let’s make 2025 the year of growth, balance, and empowerment—together!"
Harry Potter and the Half-Blood Prince (2009) Watch Party,2025-05-16T19:30:00-04:00,,22,Rose,https://www.meetup.com/movie-and-tv-watch-club/events/307019767/,"Hi everyone! Let's watch Harry Potter and the Half-Blood Prince!
To access this movie. Make sure you are on the discord. If you need help, please reach out. To access this movie. Make sure you are on the discord in the ""Movie Time"" channel on the left-hand side and press 'Watch Stream' once in the voice channel.
If you are joining from a mobile device, the same rules apply-however, if the audio is low upon joining you'll want to press the speaker icon on the top right-hand side so you can hear through your speakers. If you have headphones no need to press the speaker button. Don't hesitate to reach out If you need help with navigating Discord.

See you then!"
HerSpace: Women’s Wellness & Accountability Group,2025-05-05T19:00:00-04:00,,49,"Joanna Fils-Aime, Kanisha",https://www.meetup.com/release-wellness/events/305218652/,"✨ Are you ready to prioritize your well-being and set powerful intentions for 2025 in a supportive and uplifting environment?

We’re thrilled to continue our monthly **HerSpace** gatherings!

🌟 **HerSpace** is a virtual community designed for millennial women to connect, share, and explore all aspects of wellness.

**Here’s what you can look forward to:**
🌸 **Monthly Meetings**: Dive into different wellness themes each month with interactive activities.
🌸 **Open Discussions**: Share your journey—experiences, challenges, and wins—in a safe, judgment-free space.
🌸 **Networking Opportunities**: Build meaningful connections with like-minded women and create lasting bonds.
🌸 **Empowerment Tools**: Gain practical insights and strategies to enhance your physical, mental, and emotional wellness.

Whether you're looking to:
✨ Connect with inspiring women
✨ Develop healthy habits and routines
✨ Approach life’s challenges with renewed confidence
**HerSpace is for YOU!**

**💻 How to Join:**
The Zoom link will be shared 24 hours before the event to maintain a secure virtual environment.

✨ Let’s make 2025 the year of growth, balance, and empowerment—together!"
Retooling yoU - Guiding Principles,2025-05-06T16:00:00-04:00,,21,Brian Tarallo,https://www.meetup.com/nova-scribes/events/307389192/,"**Retooling yoU** is a series of online workshops to help you kick off your facilitation practice in 2025. Presented by me, Brian Tarallo of Lizard Brain, each workshop will bring you a different aspect of what it takes to build, launch, and grow your practice as a facilitator. We'll cover both facilitation methods and what it takes to run a facilitation business.

In **Guiding Principles: Choosing your operating norms & core values,** you'll decide on the behaviors essential for you to be in partnership with the people you work with. Guiding principles covers behaviors from both the human world and the task world. You'll identify what's important to you about who you work with, from employees to associates to clients. And from them, you'll design interview questions that matter!

**About Retooling yoU**
I'm launching Retooling yoU because 2025 has seen massive churn and upheaval in the DC area. I firmly believe that when one door closes, another door opens, and this may be the time for you to finally launch your facilitation practice. I'm not charging for this workshop, but I will be inviting a ""Pay-What-Feels-Right"" donation during the workshop. To quote Reinventing Organizations author Frederic Laloux, ""I cannot know what [this] is worth to you, so a fixed price does not make much sense. Pay-What-Feels-Right is an experiment in abundance where I trust that when I give, I will also receive. In my mind, Pay-What-Feels-Right is not free. It's an invitation to give what feels right for the value you've received and/or the support you want to give me to continue doing my work.""

**About Brian Tarallo**
Hi there. I'm Brian. I'm one of the co-founders of NOVA Scribes, and I'm the managing director of Lizard Brain. I specialize in visual and virtual facilitation. I've got more than a few certifications in facilitation, including:

* INIFAC MCF - International Institute for Facilitation Master Certified Facilitator, one of 80 globally (2025).
* IAF M\|CPF \- International Association of Facilitators Master Certified Professional Facilitator\, one of 78 globally \(2024\)\.
* IFVP-I MVP - International Forum of Visual Practitioners – Institute Master Visual Practitioner, one of 8 globally (2024).
* INIFAC CVF - International Institute of Facilitation Certified Virtual Facilitator (2020).
* MBTI MP - Meyers Briggs Type Indicator Master Practitioners, one of 160 globally (2019).
* PMI PMP - Project Management Institute Project Management Professional (2010).
* MBA - Master of Business Administration from Arizona State University focusing on development and finance (2005).

...plus a bunch of other certifications for tools and assessments. Beginning as a Peace Corps volunteer, I've been facilitating since 2001. I'm the author of the #1 Amazon bestseller, Surviving the Horror of Online Meetings. In 2023, I was awarded an IAF Facilitation Impact Award. My work is primarily with the federal and state government, defense, engineering, and healthcare industries."
"Don't Repeat Yourself, how custom Python modules in Microsoft Fabric",2025-05-08T12:00:00-04:00,,41,"datadrivencommunity, Ronen Ariely, Jean Joseph, Deepthi Goguri, Anna-Maria Wykes",https://www.meetup.com/cloud-data-driven/events/306203313/,"**Presentation Title:** Don't Repeat Yourself, how custom Python modules in Microsoft Fabric give you back hours every day

**Description:**
Warning! This session may contain very DRY content!
Dont Repeat Yourself, or DRY, is a concept in software engineering that governs the way software is written by stating that you should never repeat yourself.

As a data engineer working with Microsoft Fabric, when you start building a data lakehouse you will be writing a lot of code to connect to source systems, copy and transform data, and orchestrate your ELT process.

Fabric allows you to write custom Python modules that can be called from within your notebooks, in order to streamline these processes.
Never again you'll have to write the same function twice again!
In this very practical session we will dive deep into:
1\. Creating a very simple Python module using Visual Studio Code
2\. Publishing our Python module to Microsoft Fabric
3\. Calling functions in Python from Fabric notebooks

After this session you will go home never having to repeat yourself again, because you will be writing reusable Python modules for all your data engineering needs."
Dolley Madison - Film History Livestream,2025-05-09T20:00:00-04:00,,165,"Robert Kelleman, Robert Kelleman",https://www.meetup.com/dchistoryandculture/events/305947760/,"**We invite you to join us for our latest film history livestream program: ""Dolley Madison: America's First Lady"", starring Eve Best in the title role.**

The first portion of our two-part program (approximately 15-20 minutes) will be a brief overview of the ""Dolley Madison: America's First Lady"" film, including the historical context, things to look for, accuracy, etc.
The second portion of our two-part program will be a full screening of the ""Dolley Madison: America's First Lady"" film (90 minutes).
During and after the screening you'll have the opportunity to discuss the film with your fellow participants via Zoom.

**Dolley Madison** lived through the two wars that established the U.S., was friends with the first 12 Presidents, and watched America evolve from a struggling young republic to the first modern democracy in the world. She was nicknamed “Queen Dolley,” and when she died in 1849 at the age of 81 — one of the last remaining members of the founding generation - Washington City honored her with the largest state funeral the capital had ever seen for a woman.

Born prior to the signing of the Declaration of Independence, Dolley Payne grew up during a time when the country was striving to develop an identity. The daughter of strict Quaker parents, Dolley showed an early interest in contemporary dress and gossip - what her friends considered the evil temptations of the material world. Growing up in the capital city of Philadelphia presented many social opportunities for Dolley, but she acquiesced to her father's wishes that she marry a young Quaker lawyer, John Todd. After only three years of marriage, though, Dolley’s husband died of Yellow Fever in an epidemic that also claimed her youngest son. Widowed and a single parent, she soon met U.S. Congressional Representative James Madison. Four months later, the couple married.

When James Madison became the fourth President of the United States in 1809, Dolley assumed the then ill-defined role of presidential wife. Throughout the world, other nations were ruled by kings and emperors who communicated their power and legitimacy through bejeweled crowns and thrones. In the still new America, and in its capital of Washington, the rules of presidential behavior in a democratic republic had not yet been established by the time the Madisons came to Washington.

As the president's wife, Dolley Madison created a uniquely American style - one that combined power with republican values. She presided over the first Inaugural Ball in Washington, opening it to the public; she took charge of transforming the President's House into a public space that was both elegant and democratic; and as her successors have done ever since, she adopted a social cause of her own, raising funds for an orphanage and advocating for children left parentless by the War of 1812.

Hosting weekly socials where Washington’s elite could mingle in an unofficial capacity, Dolley Madison ushered in a new era of bipartisanship and behind-the-scenes politicking. After the War of 1812, when several politicians talked of abandoning the ravaged capitol and returning to Philadelphia, Dolley Madison continued to host social events, sending a clear message to influential members of Congress and Washington society that Washington was not beyond repair.

Over time, Dolley Madison earned a reputation as skillful diplomat, humanitarian, style icon, and politically savvy hostess. She defined the role of the President's wife and became, in effect, America's first First Lady, and in the process changed the face of the American presidency.

Dolley Madison features Tony Award-nominee Eve Best (Nurse Jackie) as Dolley Madison and Tony Award-winner Jefferson Mays as James Madison (I Am My Own Wife).

**Film Trailer**:
https://www.pbs.org/wgbh/americanexperience/films/dolley/#part01

***

**Zoom Connection Link**
Click (or Copy and Paste) and Follow the Instructions:
[https://us02web.zoom.us/j/83085282382?pwd=avmfVVAHUV1eCnhKXiZj4mHEQs7dWg.1](https://us02web.zoom.us/j/83085282382?pwd=avmfVVAHUV1eCnhKXiZj4mHEQs7dWg.1)
Meeting ID: 830 8528 2382
Passcode: 775956
Dial by your location
+1 719 359 4580 US

***

Your host for this program is **Robert Kelleman**, the founder/director of the non-profit community organizations Washington, DC History & Culture and Texas History & Culture.

**Washington, DC History & Culture**
*Experience the history and culture of Washington, DC - and the world!*

**YouTube Previously Recorded Programs**:
[http://www.Youtube.com/c/WashingtonDCHistoryCulture](http://www.Youtube.com/c/WashingtonDCHistoryCulture)

**Donations Support Our Non-Profit Community Programs - Thank You!**
PayPal: DCHistoryAndCulture@gmail.com
Venmo: @DCHistoryAndCulture
GoFundMe: [https://gofund.me/d29491c0](https://gofund.me/d29491c0)

We look forward to seeing you. Thanks!

Robert Kelleman
rkelleman@yahoo.com
202-821-6325 (text only)
[https://www.linkedin.com/in/robertkelleman/](https://www.linkedin.com/in/robertkelleman/)"
Zoom (From Your Home) Book Club - All The Broken Places,2025-05-28T19:30:00-04:00,,22,Laura Schindelman,https://www.meetup.com/manhattan-womens-social/events/306963317/,"For our 50th book, we will discuss ""All The Broken Places"" by John Boyne.
A ZOOM LINK WILL BE AVAILABLE A COUPLE OF DAYS BEFORE.
**The next 3 books:**
The Push by Ashley Audrain in July '25
Button Man by Andrew Gross in September '25
The Extraordinary Life of Sam Hell in November or December '25

**Summary of All The Broken Places**
An elderly London resident befriends the little boy who moves in downstairs, but his parents' fighting brings her back to her harrowing escape from Nazi Germany at age twelve and grim post-war years in France with her mother.

Ninety-one-year-old Gretel Fernsby has lived in the same well-to-do mansion block in London for decades. She lives a quiet, comfortable life, despite her deeply disturbing, dark past. She doesn't talk about her escape from Nazi Germany at age 12. She doesn't talk about the grim post-war years in France with her mother. Most of all, she doesn't talk about her father, who was the commandant of one of the Reich's most notorious extermination camps.

Then, a new family moves into the apartment below her. In spite of herself, Gretel can't help but begin a friendship with the little boy, Henry, though his presence brings back memories she would rather forget. One night, she witnesses a disturbing, violent argument between Henry's beautiful mother and his arrogant father, one that threatens Gretel's hard-won, self-contained existence.

All The Broken Places moves back and forth in time between Gretel's girlhood in Germany to present-day London as a woman whose life has been haunted by the past. Now, Gretel faces a similar crossroads to one she encountered long ago. Back then, she denied her own complicity, but now, faced with a chance to interrogate her guilt, grief and remorse, she can choose to save a young boy. If she does, she will be forced to reveal the secrets she has spent a lifetime protecting. This time, she can make a different choice than before--whatever the cost to herself...."
Diffusion Paper Reading Group,2025-05-07T20:00:00-04:00,,4,Tony Siu,https://www.meetup.com/code-coffee-philly/events/307347305/,"**Explore the Future of Generative AI: Diffusion Models Reading Group**
Are you passionate about the cutting edge of machine learning and generative AI? Join our **Diffusion Models Reading Group**—a community of enthusiasts, researchers, and practitioners dedicated to exploring the fascinating world of diffusion-based generative models.

**📅 When:** Every Tuesday
**🕒 Time:** 800 PM - 900 PM EST
**📍 Where:** Online in our discord server

**About the Group:** Diffusion models have revolutionized the field of generative AI, enabling breakthroughs in image synthesis, data generation, and more. Our reading group is designed to dive deep into the latest research, discuss foundational concepts, and explore innovative applications of diffusion models.

**Where?**

* Online meeting link to the discord server is released on the day of the meetup via announcement!

**What to Expect:**

* **Weekly Discussions:** Engage in insightful conversations about recent papers, breakthroughs, and methodologies in diffusion modeling.
* **Collaborative Learning:** Share your ideas, ask questions, and collaborate on projects with fellow members.

**Who Should Join:**

* **Machine Learning Enthusiasts:** Whether you're a student, researcher, or industry professional, if you're interested in generative models, this group is for you.
* **Data Scientists & Engineers:** Enhance your skills and stay updated with the latest advancements in AI.

**Discussion Notes from previous paper readings:**

* Here is our Google Doc where we take notes (I added edit privileges for the OBNYC mailing list, and comment privileges for anyone who has the link; let me know if you need me to give you edit privileges separately):
* [https://docs.google.com/document/d/1-HtbGd1lGj68YEmgv8Ekpg0aI7TUmQVpAbRp498AVj8/edit?usp=sharing](https://docs.google.com/document/d/1-HtbGd1lGj68YEmgv8Ekpg0aI7TUmQVpAbRp498AVj8/edit?usp=sharing ""https://docs.google.com/document/d/1-HtbGd1lGj68YEmgv8Ekpg0aI7TUmQVpAbRp498AVj8/edit?usp=sharing"")

**See you there!**

Links:

Site: https://www.codephiladelphia.com/

Donate: https://hcb.hackclub.com/donations/start/code-and-coffee-philadelphia

Merch: https://nol-kky-shop.fourthwall.com/

LinkedIn: https://www.linkedin.com/company/code-coffee-philadelphia

Instagram: https://www.instagram.com/philly_codes/"
Achieve Authentic Happiness: Unlocking Life's Meaning through Neuroscience,2025-05-11T13:30:00-04:00,,9,Dr Syed Sajid  Shah ,https://www.meetup.com/the-neuroscience-and-philosophy-of-happiness-meetup-usa/events/307332158/,"Welcome to our webinar on the Neuroscience and Philosophy of Happiness, where we take a unique approach to understanding happiness. This session is not about following the latest self-help trends or spiritual practices that promise quick fixes. Instead, we will delve into the deep science and philosophy behind happiness, focusing on what truly makes us happy from both a neurological and philosophical standpoint.
In this webinar, we will explore cutting-edge research from neuroscience and philosophy to uncover the factors that contribute to happiness and how we can actively cultivate it in our lives. We will examine the brain's chemistry of happiness and reflect on the philosophical frameworks that have shaped our understanding of well-being over time.
At the heart of this session is a powerful realization: our greatest obstacle to happiness is not external circumstances, but the fear of suffering. The fear of future pain, discomfort, and emotional turmoil often holds us back from experiencing true contentment. In this webinar, we will explore how our minds create and amplify this fear, and how understanding it from both a scientific and philosophical perspective can empower us to break free and embrace lasting happiness.
This is not about superficial fixes or empty promises—this is grounded in real scientific research and philosophical inquiry. Whether you’re interested in how your brain processes happiness or how historical thinkers have shaped our understanding of well-being, this webinar will offer valuable insights and practical wisdom.
Join us as we unravel the complexities of happiness, recognize the fear that stands in our way, and learn how to cultivate genuine well-being in our lives.
**Disclaimer**: The information shared in these talks is for educational purposes only and is not intended as a substitute for professional medical advice, diagnosis, or treatment. I am not a licensed healthcare provider and cannot diagnose or treat mental health conditions. If you are experiencing mental health concerns, please consult a qualified healthcare professional."
🌿 Yin Yoga & Meditation: Deep Relaxation & Mental Clarity,2025-05-05T18:30:00-04:00,,15,Le YE Master,https://www.meetup.com/wwa-horizon-yin-yoga-meditation-new-york/events/307387630/,"**🌿 Yin Yoga & Meditation: Deep Relaxation & Mental Clarity**

**Unwind, Release, and Reconnect with Yourself**

Escape the hustle and recharge in this **immersive 2-in-1 session** blending **Yin Yoga** and **Vipassana Meditation**—a powerful duo for deep physical release and mental calm.

**Why You’ll Love This Session:**
✔ Melt away stress & tension
✔ Quiet a busy mind & find clarity
✔ Improve flexibility & joint health
✔ Learn simple techniques to bring peace into daily life

**What to Expect:**

🌬 **10-Minute Pranayama (Breathwork)**
Prepare your body and mind with calming breathing exercises to center yourself.

🧘 **50-Minute Yin Yoga**
A slow, nourishing practice targeting deep connective tissues (fascia) and joints. Long-held poses (3-5 min) gently release tension while activating your **parasympathetic nervous system**—your body’s natural ""rest and digest"" mode.

☁ **15-Minute Guided Vipassana Meditation**
A mindfulness practice rooted in Buddhist tradition, focusing on breath and body awareness. This technique helps **cultivate mental stillness**, sharpen focus, and bring clarity to your thoughts.

**Practical Details:**
📍 **Online via Zoom** (Link sent after registration)
⏰ **Duration:** 75 minutes
🕒 **Waiting room opens 15 mins early**—late arrivals welcome!

🎒 **What You’ll Need:**
▪ Yoga mat or soft surface
▪ Cushion/bolster for support (optional)
▪ A quiet, cozy space to relax

**Benefits You’ll Feel:**
✨ **Physical:** Relief from tightness, better flexibility, improved circulation
✨ **Mental:** Reduced stress, enhanced focus, emotional balance

💡 **Bonus:** Live Q&A at the end to deepen your practice!

**Why Join?**
✅ **Perfect for all levels** (beginners welcome!)
✅ **Live guidance** for a personalized experience
✅ **Take these tools with you** for lifelong relaxation

**""Secure your spot now and gift yourself a moment of deep peace.""**
— *Ludovic, YE Master*

**✨ Join Our Wellness Community & Access Free Resources!**
This session is your gateway to deeper guidance. Continue your journey with:

• **📲 Exclusive WhatsApp Group**: Daily tips, support, and connection with Ludovic and the community. **[Join Now →](https://chat.whatsapp.com/F7d2nKcvjUl7ioBsFtETET)**
• **🌙 Exclusive Events & Free Content**: More events, Meditation Calendar, PDF, and replays on [https://www.theyeprogram.com/](https://www.theyeprogram.com/)"
Kubernetes the Easy Way with AKS Automatic,2025-05-27T11:00:00-04:00,,20,Microsoft Reactor,https://www.meetup.com/microsoft-reactor-new-york/events/307184674/,"This hands-on lab is designed to help you quickly get up to speed with Azure Kubernetes Service (AKS) Automatic. AKS Automatic is a revolutionary way to deploy and manage Kubernetes clusters on Azure. It is a fully managed Kubernetes service that simplifies the deployment, management, and operations of Kubernetes clusters. With AKS Automatic, you can deploy a Kubernetes cluster with just a few clicks in the Azure Portal."
Radical Acts of Delight with JJ Rogers,2025-05-13T18:00:00-04:00,,21,Brian Tarallo,https://www.meetup.com/nova-scribes/events/306551958/,"Let’s explore ways to infuse delight into everyday facilitated experiences!

In this encore presentation following JJ's workshop at Voltage Control's Lab Summit, JJ will equip you with real strategies to create engaging and high trust experiences. He'll cover how to build playful experiences from Anticipation to Surprise to Pleasure & Joy to Understanding & Mastery to Renewal and Desire for More! Learn the art of the Twist, and make Creative Connections.

(Plus, you'll learn my NEW favorite energizer... Draw a Pig! --Brian)

JJ is the Director of Product Design at Watermark, shaping intuitive experiences that help educators maximize impact. With a background in UX design and teaching at General Assembly, he brings a mix of hands-on expertise and strategic vision. Before Watermark, he led design initiatives at a consulting agency, driving digital transformation for Stanford’s online courses and Dotdash Meredith’s shift from print to digital.

This workshop will be recorded and posted on YouTube for anyone who cannot attend. You can find the YouTube link in the Comments section of this NOVA Scribes Meetup event once the workshop video has been uploaded to YouTube."
Interactive Dating Lab: From Social Competence to Romantic Confidence ,2025-05-15T19:00:00-04:00,,2,Irena Polyakova,https://www.meetup.com/genuine-singles-in-dmv/events/307168268/,"*Connect deeper. Communicate better. Attract with confidence.*
In this 2-hour **Interactive Dating Lab**, you'll learn and practice initiating conversations, making a great first impression, expressing yourself with ease, going beyond small talk to make yourself memorable.
**[Space is limited - Register HERE](https://www.eventbrite.com/e/1316824741249?aff=oddtdtcreator)**
*Event is posted outside of meetup, the spots are filling up. The number of attendees here doesn't reflect the actual number of participants.*
**What to expect:**

* **Live coaching + real-time feedback from a relationship coach** to help you break through social habits holding you back
* **Role-playing + breakout rooms** with provided prompts and exercises to practice new skills in a safe, supportive environment
* Practical tools to **reduce social anxiety**
* Shifting from surface-level chats to **deep, emotionally vulnerable conversations**
* Mastering **reflective listening** to make people feel truly seen and heard
* **Workbook** with tools to keep and practice moving forward
* Opportunities to meet **local singles**

**[Space is Limited - Register HERE](https://www.eventbrite.com/e/1316824741249?aff=oddtdtcreator)**
\*\*Event is posted on multiple platforms; attendees list is not reflected in the meetup\*\*
❤️ *Every interaction is a steppingstone—not just to connection, but to becoming your most confident, relationship-ready self.*
***Stop blending in. Start standing out—with presence, vulnerability, and confidence.***
Cost: $40"
Twilight Eclipse (2010): Watch Party,2025-05-02T19:30:00-04:00,,20,Rose,https://www.meetup.com/movie-and-tv-watch-club/events/307238200/,"Hi everyone! Let’s watch Twilight!
To access this movie, make sure you are on the Discord. If you need help, please reach out. I'll give everyone 5 minutes to join before starting the film.
To access this movie. Make sure you are on the discord in the ""Movie Time"" channel on the left-hand side and press 'Watch Stream' once in the voice channel.
If you are joining from a mobile device, the same rules apply-
however, if the audio is low upon joining you'll want to press the speaker icon on the top right-hand side so you can hear through your speakers. If you have headphones no need to press the speaker button.
Don't hesitate to reach out If you need help with navigating Discord.
See you then!"
SPAIN. The History in 1 hour,2025-05-03T13:00:00-04:00,,20,World Virtual Tours,https://www.meetup.com/world-virtual-tours-ny-free-archeology-art-history-events/events/307051104/,"**REGISTRATION REQUIRED! on the OFFICIAL WVT Event Page 👉🏻 Click here:**
[https://www.worldvirtualtours.online/events/spain-the-history-in-1-hour](https://www.worldvirtualtours.online/events/spain-the-history-in-1-hour)
ℹ️ You will GET the Zoom LINK 📹 after registration 🙂 and can CHECK your Event start time for your Time Zone ⏱️

**Our Events are FREE TO JOIN and TIP-SUPPORTED**
**(read below ⭐)**

**Summary**
Join us for a one-hour journey through Spanish history, covering its triumphs, failures, and often overlooked periods.

**Language: English**
Live stream event with Lillian

**You can TIP Lillian here:**
[https://worldvirtualtours.online/tiptheguide.html?guide=Lillian](https://worldvirtualtours.online/tiptheguide.html?guide=Lillian)

⭐ Why donate to your Tour Guide
Our project is solely funded by your donations.
All our virtual tours are made possible only thanks to your support as part of our Community.

THANK YOU!"
You’re Not Listening (And What It’s Costing You),2025-05-06T18:00:00-04:00,,28,Casey Creech,https://www.meetup.com/nova-scribes/events/307240983/,"We’re frequently taught how to communicate, but when were you last taught how to listen? The consequences of not listening are greater than you might realize.

**This interactive session will equip attendees with practical techniques to enhance conversations, strengthen connections, and promote understanding in any setting, whether with clients or team members.**

Starling Jaquan is a Workshop facilitator, strategist, professional listener, and human-centered design practitioner in the government consulting space where he helps to uncover opportunities to improve workflows, increase user satisfaction, and deliver measurable results for organizations and teams.

He is a published author of two books of poems.

Connect with Starling: http://linkedin.com/in/starlingjaquan"
"Tools and Tech for School and Home - May 6, 7:00 - 8:30pm",2025-05-06T19:00:00-04:00,,12,BuxMont CHADD,https://www.meetup.com/buxmont-chadd-children-adults-with-adhd/events/303117467/,"This presentation will provide an introduction to a variety of ADHD-friendly technology that can support children and teens to compensate for symptoms while building on their strengths. This includes apps for organization and time management, smart home devices, 3D printed supports, and more.

Laura Slotkoff is an occupational therapist (OT) and assistive technology (AT) specialist with extensive experience providing evaluations and training on AT for preschool and school-age students with special needs. She currently works as Emergency Preparedness Coordinator for the Temple TechOWL program, which provides a variety of services for people with disabilities throughout PA, including demonstrations and loans of assistive technology.
**RSVP for registration and Zoom link.**
[https://us02web.zoom.us/meeting/register/tZclde-gqD4rE9HO3B19n51ISboJdZHVdCRa](https://us02web.zoom.us/meeting/register/tZclde-gqD4rE9HO3B19n51ISboJdZHVdCRa)"
Leetcode Wednesdays,2025-05-21T18:00:00-04:00,,24,"Derek Meegan, Tony Siu",https://www.meetup.com/code-coffee-philly/events/305609757/,"Trying to get a job in this market? Join us on LeetCode Wednesday. We will all first do two easy problems in the first 45 minutes and then another medium problem for the rest of the meetup. This will be an online event every 2 weeks on Wednesdays. Let's make this a habit and hate on leetcoding!

Links:

Site: https://www.codephiladelphia.com/

Donate: https://hcb.hackclub.com/donations/start/code-and-coffee-philadelphia

Merch: https://nol-kky-shop.fourthwall.com/

LinkedIn: https://www.linkedin.com/company/code-coffee-philadelphia

Instagram: https://www.instagram.com/philly_codes/"
